Titulo,Preco,Modelo,Fabricante,Ano,Combustivel,Tipo do Veiculo,Potencia,Km Rodado,Direção,Cambio,Cor,Portas,Link,Dates,fipe,rate
Chevrolet Zafira,32000,ZAFIRA ELEG.2.0 MPFI FLEXPOWER 8V 5P AUT,GM - CHEVROLET,2010,Flex,Passeio,2.0 - 2.9,160000,Hidráulica,Automático,,,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-zafira-895892227,2021-06-19,32084,0
JEEP COMPASS 2.0 FLEX LONGITUDE ,107900,COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.,JEEP,2018,Ver Opcionais,SUV,2.0 - 2.9,35150,Elétrica,Automático,Preto,4 portas,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-flex-longitude-876281149,2021-06-19,105646,0
FOX 2019/2020 1.6 MSI TOTAL FLEX CONNECT 4P MANUAL,54990,FOX CONNECT 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,2020,Flex,Passeio,,27000,,Manual,,4 portas,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fox-2019-2020-1-6-msi-total-flex-connect-4p-manual-858147269,2021-06-19,54247,0
Corolla,95000,COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2018,Flex,Passeio,2.0 - 2.9,58000,Elétrica,Automático,Prata,4 portas,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/corolla-895889972,2021-06-19,93191,0
Volvo Xc60 2.0 t5 Dynamic Fwd Turbo,72990,XC 60 2.0 T5  5P,VOLVO,2013,Gasolina,Passeio,,74065,,Automático,,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volvo-xc60-2-0-t5-dynamic-fwd-turbo-885664767,2021-06-19,68471,0
Vendo ou troco maior valor *Ecosport freestyle  1.6 2014 ,49500,ECOSPORT FREESTYLE 1.6 16V FLEX 5P,FORD,2014,Flex,,1.6,80000,,Manual,Branco,4 portas,https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-maior-valor-ecosport-freestyle-1-6-2014-895892253,2021-06-19,48276,0
Chrysler Town & Country Limited 2010 Impecável ,58900,TOWN & COUNTRY LIMITED 3.8 /3.6 V6 AUT.,CHRYSLER,2010,Gasolina,Van/Utilitário,,80000,Hidráulica,Automático,Preto,4 portas,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/chrysler-town-country-limited-2010-impecavel-857845893,2021-06-19,57752,0
Fit LX 1.5 Flexone 16V 5p Aut.,64900,FIT LX 1.5 FLEXONE 16V 5P AUT.,HONDA,2017,Flex,,,96548,,Automático,,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fit-lx-1-5-flexone-16v-5p-aut-881854965,2021-06-19,64021,0
Civic LXS Automático,37900,CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4P,HONDA,2008,Flex,,,187000,Hidráulica,Automático,Cinza,4 portas,https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/civic-lxs-automatico-886317149,2021-06-08,36232,0
"Honda Civic LXL 1.8 Flex Automático, Maravilhoso!",46890,CIVIC SED. LXL/ LXL SE 1.8 FLEX 16V AUT.,HONDA,2011,Flex,Sedã,1.8,1,Elétrica,Manual,Preto,4 portas,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-lxl-1-8-flex-automatico-maravilhoso-880577913,2021-06-19,44578,0
Renault Duster 1.6 16v Sce Iconic,93500,DUSTER ICONIC 1.6 16V FLEX AUT,RENAULT,2021,Flex,Passeio,,12300,,Automático,,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-duster-1-6-16v-sce-iconic-876962511,2021-06-19,92141,0
Santana 2000 o verdadeiro,15000,SANTANA 2.0 MI 2P E 4P,VW - VOLKSWAGEN,2000,Gasolina,Sedã,2.0 - 2.9,0,Hidráulica,Manual,Cinza,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/santana-2000-o-verdadeiro-895909144,2021-06-19,13346,0
AZERA 3.0 V6,70900,AZERA 3.0 V6 24V 4P AUT.,HYUNDAI,2013,Gasolina,Sedã,,107900,Elétrica,Automático,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/azera-3-0-v6-880671312,2021-06-19,67397,0
Voyage I-Trend 1.6 2012/13,32800,VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2013,Flex,Sedã,1.6,81000,Hidráulica,Manual,Prata,4 portas,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/voyage-i-trend-1-6-2012-13-892626389,2021-06-19,32754,0
Fox 2009 Plus 1.0 8v Flex Completo,21990,FOX PLUS 1.0MI/ 1.0MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2009,Flex,Passeio,1.0,103000,Hidráulica,Manual,Prata,4 portas,https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/fox-2009-plus-1-0-8v-flex-completo-895905551,2021-06-19,21331,0
KA + Sedan 2019 1.5 12V 4P TI-Vct Se Plus Flex Automatico,53990,KA 1.5 SEDAN SE PLUS 12V FLEX 4P AUT.,FORD,2019,Flex,Sedã,1.5,36500,Elétrica,Automático,Branco,4 portas,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/ka-sedan-2019-1-5-12v-4p-ti-vct-se-plus-flex-automatico-873048277,2021-06-19,54013,0
X2 Sdrive Active Flex Gp Steptronic 2019 Zerada,185990,X2 SDRIVE 18I 1.5 ACTIVEFLEX 136CV AUT.,BMW,2019,Flex,SUV,1.5,38000,Elétrica,Manual,Branco,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/x2-sdrive-active-flex-gp-steptronic-2019-zerada-857910237,2021-06-19,183236,0
Toro Freedom 2016/2017 Sem detalhes!!,86900,TORO FREEDOM 1.8 16V FLEX AUT.,FIAT,2017,Flex,Pick-up,1.8,112000,Hidráulica,Automático,Preto,4 portas,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/toro-freedom-2016-2017-sem-detalhes-888082439,2021-06-19,80634,0
NISSAN KICKS 1.6 16V FLEXSTART SL 4P XTRONIC.,91900,KICKS SL 1.6 16V FLEXSTAR 5P AUT.,NISSAN,2017,Flex,,,11641,,Automático,,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-1-6-16v-flexstart-sl-4p-xtronic-881503245,2021-06-19,77909,0
prisma 1.0 joy flex 2010,19990,PRISMA SED. JOY/ LS 1.0 8V FLEXPOWER 4P,GM - CHEVROLET,2010,Flex,Sedã,1.0,255000,Mecânica,Manual,Prata,4 portas,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/prisma-1-0-joy-flex-2010-891334210,2021-06-19,19403,0
Gol 1.0 2006 *Segundo Dono*Aceito trocas*,16000,GOL TECH 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2006,Flex,Hatch,1.0,190000,Mecânica,Manual,Branco,4 portas,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/gol-1-0-2006-segundo-dono-aceito-trocas-864160002,2021-06-19,12536,0
FORD RANGER XLT 2.5 CD FLEX 2018,114990,RANGER XLT 2.5 16V 4X2 CD FLEX,FORD,2018,Flex,Pick-up,2.0 - 2.9,100000,Hidráulica,Manual,Preto,4 portas,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/ford-ranger-xlt-2-5-cd-flex-2018-890380263,2021-06-19,103278,0
Doblô 2009 completa abaixo da tabela,28000,DOBLO CARGO 1.8 MPI FIRE FLEX 8V/16V 4P,FIAT,2009,Gasolina,Passeio,1.8,270000,Hidráulica,Manual,Branco,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/doblo-2009-completa-abaixo-da-tabela-895870548,2021-06-19,25929,0
Novo Gol G6 Completo 2014 Flex,29900,GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2014,Flex,Hatch,1.0,101000,Hidráulica,Manual,Prata,4 portas,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/novo-gol-g6-completo-2014-flex-871053810,2021-06-19,26373,0
Hyundai Hb20s 1.0 Unique 12v,53900,HB20S UNIQUE 1.0 FLEX 12V MEC.,HYUNDAI,2019,Flex,Passeio,,29000,,Manual,,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20s-1-0-unique-12v-886662259,2021-06-19,50700,0
Onix joy 2020 1.0 completo com apenas 20mil km. Carro impecável,56900,ONIX HATCH 1.0 12V FLEX 5P MEC,GM - CHEVROLET,2020,Flex,Hatch,1.0,20000,Hidráulica,Manual,Cinza,4 portas,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/onix-joy-2020-1-0-completo-com-apenas-20mil-km-carro-impecavel-886509235,2021-06-19,53625,0
Chevrolet onix 2014 1.4 mpfi ltz 8v flex 4p manual,41500,ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2014,Flex,,,78000,,Manual,Preto,4 portas,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-2014-1-4-mpfi-ltz-8v-flex-4p-manual-870256686,2021-06-19,40632,0
Kwid Intense 1.0 - 2022 - Pronta Entrega!,52990,KWID INTENSE 1.0 FLEX 12V 5P MEC.,RENAULT,2021,Flex,Passeio,1.0,0,Elétrica,Manual,,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kwid-intense-1-0-2022-pronta-entrega-847871080,2021-06-19,46157,0
Hyundai Tucson GLS 1.6 Turbo 2021 0km Veiculo A Pronta Entrega Venha Conferir !!!,155200,TUCSON GLS 1.6 TURBO 16V AUT.,HYUNDAI,2022,Flex,SUV,1.6,100,Elétrica,Automático,Branco,4 portas,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-tucson-gls-1-6-turbo-2021-0km-veiculo-a-pronta-entrega-venha-conferir-847646372,2021-06-19,153968,0
Lexus NX 200 T F Sport ,149999,NX-200T F-SPORT 2.0 16V 238CV AUT.,LEXUS,2016,Gasolina,SUV,2.0 - 2.9,59000,Hidráulica,Automático,Cinza,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/lexus-nx-200-t-f-sport-819178413,2021-06-19,149337,0
Onix 1.0 Joy 2018 completo com câmera de ré,42850,ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,2018,Flex,Hatch,1.0,58300,Elétrica,Manual,Branco,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-1-0-joy-2018-completo-com-camera-de-re-895393916,2021-06-19,42027,0
Logan Expression 1.6,38990,LOGAN EXPRESSION HI-FLEX 1.6 8V 4P,RENAULT,2015,Flex,Sedã,1.6,36970,Hidráulica,Manual,Branco,4 portas,https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/logan-expression-1-6-892204862,2021-06-19,35661,0
Prisma 1.4 Ltz Automático - 2014 Completo e top de linha!!!,45899,PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P AUT.,GM - CHEVROLET,2014,Flex,Sedã,1.4,140000,Hidráulica,Automático,Prata,4 portas,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/prisma-1-4-ltz-automatico-2014-completo-e-top-de-linha-878966220,2021-06-19,44352,0
Corolla Seg 03 - Completissimo  - Automático - Blindado - Baixo Km,29900,COROLLA SE-G 1.8/1.8 FLEX 16V AUT.,TOYOTA,2003,Gasolina,Sedã,1.8,120000,Hidráulica,Automático,,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corolla-seg-03-completissimo-automatico-blindado-baixo-km-832256091,2021-06-19,25829,0
"Bravo 2014 Sporting Com Teto Completo Mensais a partir de 819,00",44900,BRAVO SPORTING 1.8 FLEX 16V 5P,FIAT,2014,Flex,Passeio,1.8,74352,Hidráulica,Manual,Branco,4 portas,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/bravo-2014-sporting-com-teto-completo-mensais-a-partir-de-819-00-887266920,2021-06-19,40881,0
Mercedes-Bens Avantgarde E350 3.5 V6 - 2011/2011,104900,E-350 AVANT./AVANT. EXECUT. 3.5 V6 272CV,MERCEDES-BENZ,2011,Gasolina,Sedã,,64997,Hidráulica,Automático,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mercedes-bens-avantgarde-e350-3-5-v6-2011-2011-881505011,2021-06-19,102497,0
Fiat Fiorino Hard Working 1.4 Flex 2019 Autos RR,65900,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,FIAT,2019,Flex,Van/Utilitário,1.4,16625,Hidráulica,Manual,Branco,2 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-fiorino-hard-working-1-4-flex-2019-autos-rr-859748581,2021-06-19,65063,0
DUSTER TECH ROAD 4X2 2.0 - 2014,49900,DUSTER TECHROAD 2.0 HI-FLEX 16V AUT.,RENAULT,2014,Flex,SUV,,83000,Hidráulica,Automático,Prata,4 portas,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/duster-tech-road-4x2-2-0-2014-891179081,2021-06-19,45035,0
Jeep Compass 2.0 Longitude 2017 | Flex Automático TA COM 50 MIL KM ,102900,COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.,JEEP,2017,Flex,SUV,2.0 - 2.9,50000,Hidráulica,Automático,Branco,4 portas,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-longitude-2017-flex-automatico-ta-com-50-mil-km-876187133,2021-06-19,98474,0
HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,45900,HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,2016,Flex,,,98000,,Manual,,4 portas,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/hb20-comf-c-plus-c-style-1-0-flex-12v-874943561,2021-06-19,42229,0
Auto Peugeot 307  Sedan Automático,18800,307 SW ALLURE 2.0 16V 5P MEC.,PEUGEOT,2007,Gasolina,Passeio,2.0 - 2.9,147000,Hidráulica,Automático,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/auto-peugeot-307-sedan-automatico-895876541,2021-06-19,17000,0
CHEVROLET JOY 2019/2020 1.0 SPE4 FLEX MANUAL,49100,JOY HATCH 1.0 8V FLEX 5P MEC,GM - CHEVROLET,2020,Flex,Passeio,,46218,,Manual,,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-joy-2019-2020-1-0-spe4-flex-manual-852467312,2021-06-19,49363,0
UP! TAKE 2019,44900,UP! TAKE 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,2019,Flex,Hatch,1.0,94000,Hidráulica,Manual,Cinza,4 portas,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/up-take-2019-880959545,2021-06-19,42437,0
Volkswagen T-Cross 1.4 Highline 250 Tsi Aut. 5p,112890,T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUT,VW - VOLKSWAGEN,2020,Flex,Van/Utilitário,1.4,30000,Hidráulica,Automático,Vermelho,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-t-cross-1-4-highline-250-tsi-aut-5p-844286888,2021-06-19,113138,0
2008 1.6 Flex Griffe 2019 4p Automático em garantia de fabrica,74990,2008 GRIFFE 1.6 FLEX 16V 5P AUT.,PEUGEOT,2019,Flex,SUV,1.6,41816,Elétrica,Automático,Preto,4 portas,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/2008-1-6-flex-griffe-2019-4p-automatico-em-garantia-de-fabrica-849805559,2021-06-19,73182,0
astra 2011 ( unico dono ),35900,ASTRA ADVANTAGE 2.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,2011,Flex,Hatch,2.0 - 2.9,140000,Hidráulica,Manual,Prata,4 portas,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/astra-2011-unico-dono-891620422,2021-06-19,29205,0
Honda Fit 1.5 LX automatico 2017 ?azul ,64900,FIT LX 1.5 FLEXONE 16V 5P AUT.,HONDA,2017,Flex,Hatch,1.5,65000,Elétrica,Automático,Azul,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-1-5-lx-automatico-2017-azul-870028426,2021-06-19,64021,0
T-Cross 1.4 Highline Top de Linha 2021 0km,142900,T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUT,VW - VOLKSWAGEN,2021,Flex,Passeio,1.4,0,Elétrica,Automático,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/t-cross-1-4-highline-top-de-linha-2021-0km-846477820,2021-06-19,132629,0
Vw Virtus Comfortline 200 Tsi At 1.0,77990,VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT,VW - VOLKSWAGEN,2020,Flex,Sedã,1.0,13900,Elétrica,Automático,Branco,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vw-virtus-comfortline-200-tsi-at-1-0-637587249,2021-06-19,78677,0
Volkswagen Tiguan 2.0 TSI 16V 200CV TIPTRONIC 5P ,54900,TIGUAN 2.0 TSI 16V 200CV TIPTRONIC 5P,VW - VOLKSWAGEN,2011,Gasolina,SUV,,88081,Hidráulica,Automático,,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-tiguan-2-0-tsi-16v-200cv-tiptronic-5p-889471289,2021-06-19,51349,0
COROLLA 2010/2010,45000,COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,2010,Flex,Sedã,1.8,104000,Hidráulica,Automático,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corolla-2010-2010-895888736,2021-06-19,43632,0
Hyundai Ix35 2.0 Mpfi gl 16v,135990,IX35 GL 2.0 16V 2WD FLEX AUT.,HYUNDAI,2022,Flex,Passeio,,0,,Automático,,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-ix35-2-0-mpfi-gl-16v-826430176,2021-06-19,120381,0
Corolla XEI 2021 5MilKm AUT+Couro+Multmidia,136800,COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2021,Flex,Sedã,2.0 - 2.9,5998,Elétrica,Automático,Branco,4 portas,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2021-5milkm-aut-couro-multmidia-892647245,2021-06-19,123474,0
Chevrolet onix 2016 1.0 mpfi ls 8v flex 4p manual,41499,ONIX HATCH LS 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2016,Flex,,,30000,,Manual,Branco,4 portas,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-2016-1-0-mpfi-ls-8v-flex-4p-manual-875324967,2021-06-19,38080,0
POLO 2018/2019 1.0 200 TSI COMFORTLINE AUTOMÁTICO,76900,POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,2019,Flex,Passeio,,31195,,Automático,,4 portas,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/polo-2018-2019-1-0-200-tsi-comfortline-automatico-882773119,2021-06-19,69978,0
CHEVROLET CELTA 1.0 MPFI LT 8V,26900,CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,2012,Flex,Hatch,,89000,Hidráulica,Manual,Preto,4 portas,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-celta-1-0-mpfi-lt-8v-881478971,2021-06-19,23921,0
Kwid 1.0 12V ScE Intense,40900,KWID INTENSE 1.0 FLEX 12V 5P MEC.,RENAULT,2018,Flex,Hatch,1.0,58000,Hidráulica,Manual,Branco,4 portas,https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/kwid-1-0-12v-sce-intense-892441644,2021-06-19,39782,0
"Corolla XEI 1.8 automatico , em excelente estado , e pegar e andar",49800,COROLLA XEI 1.8/1.8 FLEX 16V AUT.,TOYOTA,2010,Flex,Passeio,1.8,97121,Hidráulica,Automático,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-1-8-automatico-em-excelente-estado-e-pegar-e-andar-886979025,2021-06-19,44804,0
HRV EXL 2015/2016 FLEXONE AUT TOP,84990,HR-V EXL 1.8 FLEXONE 16V 5P AUT.,HONDA,2016,Flex,SUV,1.8,76000,Hidráulica,Automático,Cinza,4 portas,https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/hrv-exl-2015-2016-flexone-aut-top-888398271,2021-06-19,81329,0
Nissan Sentra 2.0 S 16V 2008 Gasolina Mecânico ,26900,SENTRA S 2.0/ 2.0 FLEX FUEL 16V MEC.,NISSAN,2008,Gasolina,Sedã,2.0 - 2.9,118600,Hidráulica,Manual,Cinza,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nissan-sentra-2-0-s-16v-2008-gasolina-mecanico-895910498,2021-06-19,24742,0
Kedett SL 1.8 Segundo Dono Zero,16500,KADETT GL/SL/LITE/TURIM 1.8,GM - CHEVROLET,1993,Gasolina,Hatch,1.8,85000,Mecânica,Manual,Vermelho,2 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kedett-sl-1-8-segundo-dono-zero-895910490,2021-06-19,6089,0
POLO 2018/2019 1.0 200 TSI COMFORTLINE AUTOMÁTICO,76900,POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,2019,Flex,Passeio,,31195,,Automático,,4 portas,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/polo-2018-2019-1-0-200-tsi-comfortline-automatico-882773119,2021-06-19,69978,0
Toro Freedom Road 2018 - 48000 km impecável ,88000,TORO FREEDOM ROAD 1.8 16V FLEX AUT.,FIAT,2018,Flex,Pick-up,1.8,48000,Elétrica,Automático,Branco,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toro-freedom-road-2018-48000-km-impecavel-886629769,2021-06-19,85351,0
Jeep Renegate Sport 1.8 Automatica Fles 2019 Branco ,85900,RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.,JEEP,2019,Flex,SUV,1.8,37300,Elétrica,Automático,Branco,,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegate-sport-1-8-automatica-fles-2019-branco-887520374,2021-06-19,80123,0
Honda Fit 2011 automático ,41990,FIT LX 1.4/ 1.4 FLEX 8V/16V 5P AUT.,HONDA,2011,Flex,Hatch,1.4,110000,Elétrica,Automático,Prata,4 portas,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-2011-automatico-891604205,2021-06-19,37553,0
Chevrolet  Prisma 1.0 Mpfi Lt 8V Flex 4P Manual,40900,PRISMA SED. LT 1.0 8V FLEXPOWER 4P,GM - CHEVROLET,2015,Flex,,1.0,54000,Hidráulica,Manual,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-1-0-mpfi-lt-8v-flex-4p-manual-884193148,2021-06-19,39302,0
CHEVROLET CELTA 1.0 MPFI LT 8V,26900,CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,2012,Flex,Hatch,,89000,Hidráulica,Manual,Preto,4 portas,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-celta-1-0-mpfi-lt-8v-881478971,2021-06-19,23921,0
I30 2009 automático 72 km mosca branca ,38500,I30 2.0 16V 145CV 5P AUT.,HYUNDAI,2009,Gasolina,Hatch,2.0 - 2.9,71000,Elétrica,Automático,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/i30-2009-automatico-72-km-mosca-branca-895910128,2021-06-19,32947,0
CHEVROLET JOY 2019/2020 1.0 SPE4 FLEX MANUAL,49100,JOY HATCH 1.0 8V FLEX 5P MEC,GM - CHEVROLET,2020,Flex,Passeio,,46218,,Manual,,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-joy-2019-2020-1-0-spe4-flex-manual-852467312,2021-06-19,49363,0
UP! TAKE 2019,44900,UP! TAKE 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,2019,Flex,Hatch,1.0,94000,Hidráulica,Manual,Cinza,4 portas,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/up-take-2019-880959545,2021-06-19,42437,0
Volkswagen T-Cross 1.4 Highline 250 Tsi Aut. 5p,112890,T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUT,VW - VOLKSWAGEN,2020,Flex,Van/Utilitário,1.4,30000,Hidráulica,Automático,Vermelho,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-t-cross-1-4-highline-250-tsi-aut-5p-844286888,2021-06-19,113138,0
